target_variable;features;algorithm;imputation_method;feature_selection_method;n_clusters;scores;cross_validation_score;cross_validation_std;cluster_sizes;remove_missing_scores
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];gmm;N/A;pca;3;{'silhouette': 0.20661556787191415, 'calinski_harabasz': 15.377386416687685, 'davies_bouldin': 1.7512962230031424};0.09922083098859125;0.04679456915278472;{0: 89, 1: 27, 2: 4};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];gmm;N/A;agglomeration;2;{'silhouette': 0.1899408362164045, 'calinski_harabasz': 21.46172936193864, 'davies_bouldin': 2.105583205969526};0.14865934376063525;0.07327902675359428;{0: 81, 1: 39};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];gmm;N/A;agglomeration;3;{'silhouette': 0.20661556787191407, 'calinski_harabasz': 15.377386416687687, 'davies_bouldin': 1.7512962230031428};0.09922083098859127;0.04679456915278474;{0: 89, 1: 27, 2: 4};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];gmm;N/A;variance;2;{'silhouette': 0.1899408362164045, 'calinski_harabasz': 21.461729361938644, 'davies_bouldin': 2.105583205969526};0.14865934376063522;0.0732790267535943;{0: 81, 1: 39};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];gmm;N/A;variance;3;{'silhouette': 0.2066155678719141, 'calinski_harabasz': 15.377386416687687, 'davies_bouldin': 1.7512962230031424};0.09922083098859127;0.04679456915278471;{0: 89, 1: 27, 2: 4};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];gmm;N/A;pca;2;{'silhouette': 0.1899408362164045, 'calinski_harabasz': 21.461729361938644, 'davies_bouldin': 2.1055832059695256};0.14865934376063525;0.07327902675359427;{0: 81, 1: 39};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];gmm;N/A;pca;3;{'silhouette': 0.20661556787191415, 'calinski_harabasz': 15.377386416687685, 'davies_bouldin': 1.7512962230031424};0.09922083098859125;0.04679456915278472;{0: 89, 1: 27, 2: 4};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];gmm;N/A;agglomeration;2;{'silhouette': 0.1899408362164045, 'calinski_harabasz': 21.46172936193864, 'davies_bouldin': 2.105583205969526};0.14865934376063525;0.07327902675359428;{0: 81, 1: 39};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];gmm;N/A;agglomeration;3;{'silhouette': 0.20661556787191407, 'calinski_harabasz': 15.377386416687687, 'davies_bouldin': 1.7512962230031428};0.09922083098859127;0.04679456915278474;{0: 89, 1: 27, 2: 4};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];spectral;N/A;variance;2;{'silhouette': 0.3310418927275454, 'calinski_harabasz': 7.548314774873325, 'davies_bouldin': 0.886293515653281};0.30426845458228546;0.0934630230763732;{0: 117, 1: 3};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];spectral;N/A;variance;3;{'silhouette': 0.40537302796416175, 'calinski_harabasz': 7.095715638211082, 'davies_bouldin': 0.5600420439398716};0.2346176475574559;0.08760284837466768;{0: 117, 1: 2, 2: 1};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];spectral;N/A;pca;2;{'silhouette': 0.3310418927275455, 'calinski_harabasz': 7.548314774873327, 'davies_bouldin': 0.8862935156532807};0.30426845458228546;0.09346302307637326;{0: 117, 1: 3};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];spectral;N/A;pca;3;{'silhouette': 0.40537302796416175, 'calinski_harabasz': 7.095715638211082, 'davies_bouldin': 0.5600420439398722};0.23461764755745587;0.08760284837466761;{0: 117, 1: 2, 2: 1};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];spectral;N/A;agglomeration;2;{'silhouette': 0.3310418927275454, 'calinski_harabasz': 7.548314774873323, 'davies_bouldin': 0.8862935156532816};0.30426845458228546;0.09346302307637319;{0: 117, 1: 3};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];spectral;N/A;agglomeration;3;{'silhouette': 0.4053730279641617, 'calinski_harabasz': 7.095715638211083, 'davies_bouldin': 0.5600420439398718};0.2346176475574559;0.08760284837466767;{0: 117, 1: 2, 2: 1};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];spectral;N/A;variance;2;{'silhouette': 0.3310418927275454, 'calinski_harabasz': 7.548314774873325, 'davies_bouldin': 0.886293515653281};0.30426845458228546;0.0934630230763732;{0: 117, 1: 3};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];spectral;N/A;variance;3;{'silhouette': 0.40537302796416175, 'calinski_harabasz': 7.095715638211082, 'davies_bouldin': 0.5600420439398716};0.2346176475574559;0.08760284837466768;{0: 117, 1: 2, 2: 1};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];spectral;N/A;pca;2;{'silhouette': 0.3310418927275455, 'calinski_harabasz': 7.548314774873327, 'davies_bouldin': 0.8862935156532807};0.30426845458228546;0.09346302307637326;{0: 117, 1: 3};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];spectral;N/A;pca;3;{'silhouette': 0.40537302796416175, 'calinski_harabasz': 7.095715638211082, 'davies_bouldin': 0.5600420439398722};0.23461764755745587;0.08760284837466761;{0: 117, 1: 2, 2: 1};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];spectral;N/A;agglomeration;2;{'silhouette': 0.3310418927275454, 'calinski_harabasz': 7.548314774873323, 'davies_bouldin': 0.8862935156532816};0.30426845458228546;0.09346302307637319;{0: 117, 1: 3};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];spectral;N/A;agglomeration;3;{'silhouette': 0.4053730279641617, 'calinski_harabasz': 7.095715638211083, 'davies_bouldin': 0.5600420439398718};0.2346176475574559;0.08760284837466767;{0: 117, 1: 2, 2: 1};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];spectral;N/A;variance;2;{'silhouette': 0.3310418927275454, 'calinski_harabasz': 7.548314774873325, 'davies_bouldin': 0.886293515653281};0.30426845458228546;0.0934630230763732;{0: 117, 1: 3};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];spectral;N/A;variance;3;{'silhouette': 0.40537302796416175, 'calinski_harabasz': 7.095715638211082, 'davies_bouldin': 0.5600420439398716};0.2346176475574559;0.08760284837466768;{0: 117, 1: 2, 2: 1};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];spectral;N/A;pca;2;{'silhouette': 0.3310418927275455, 'calinski_harabasz': 7.548314774873327, 'davies_bouldin': 0.8862935156532807};0.30426845458228546;0.09346302307637326;{0: 117, 1: 3};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];spectral;N/A;pca;3;{'silhouette': 0.40537302796416175, 'calinski_harabasz': 7.095715638211082, 'davies_bouldin': 0.5600420439398722};0.23461764755745587;0.08760284837466761;{0: 117, 1: 2, 2: 1};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];spectral;N/A;agglomeration;2;{'silhouette': 0.3310418927275454, 'calinski_harabasz': 7.548314774873323, 'davies_bouldin': 0.8862935156532816};0.30426845458228546;0.09346302307637319;{0: 117, 1: 3};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];spectral;N/A;agglomeration;3;{'silhouette': 0.4053730279641617, 'calinski_harabasz': 7.095715638211083, 'davies_bouldin': 0.5600420439398718};0.2346176475574559;0.08760284837466767;{0: 117, 1: 2, 2: 1};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];spectral;N/A;variance;2;{'silhouette': 0.3310418927275454, 'calinski_harabasz': 7.548314774873325, 'davies_bouldin': 0.886293515653281};0.30426845458228546;0.0934630230763732;{0: 117, 1: 3};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];spectral;N/A;variance;3;{'silhouette': 0.40537302796416175, 'calinski_harabasz': 7.095715638211082, 'davies_bouldin': 0.5600420439398716};0.2346176475574559;0.08760284837466768;{0: 117, 1: 2, 2: 1};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];spectral;N/A;pca;2;{'silhouette': 0.3310418927275455, 'calinski_harabasz': 7.548314774873327, 'davies_bouldin': 0.8862935156532807};0.30426845458228546;0.09346302307637326;{0: 117, 1: 3};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];spectral;N/A;pca;3;{'silhouette': 0.40537302796416175, 'calinski_harabasz': 7.095715638211082, 'davies_bouldin': 0.5600420439398722};0.23461764755745587;0.08760284837466761;{0: 117, 1: 2, 2: 1};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];spectral;N/A;agglomeration;2;{'silhouette': 0.3310418927275454, 'calinski_harabasz': 7.548314774873323, 'davies_bouldin': 0.8862935156532816};0.30426845458228546;0.09346302307637319;{0: 117, 1: 3};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];spectral;N/A;agglomeration;3;{'silhouette': 0.4053730279641617, 'calinski_harabasz': 7.095715638211083, 'davies_bouldin': 0.5600420439398718};0.2346176475574559;0.08760284837466767;{0: 117, 1: 2, 2: 1};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;variance;2;{'silhouette': 0.16617055867398545, 'calinski_harabasz': 24.99995206193689, 'davies_bouldin': 1.9910867120307345};0.24273613179343662;0.060635297381433265;{0: 58, 1: 62};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;variance;3;{'silhouette': 0.1625598744504357, 'calinski_harabasz': 23.295074983401403, 'davies_bouldin': 1.6986952335497767};0.24769751983543692;0.06535165077403529;{0: 62, 1: 26, 2: 32};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;pca;2;{'silhouette': 0.1661705586739854, 'calinski_harabasz': 24.9999520619369, 'davies_bouldin': 1.9910867120307338};0.24273613179343662;0.06063529738143333;{0: 58, 1: 62};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;pca;3;{'silhouette': 0.1625598744504357, 'calinski_harabasz': 23.29507498340141, 'davies_bouldin': 1.6986952335497767};0.24769751983543703;0.06535165077403529;{0: 62, 1: 26, 2: 32};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;agglomeration;2;{'silhouette': 0.16617055867398542, 'calinski_harabasz': 24.999952061936888, 'davies_bouldin': 1.9910867120307345};0.24273613179343662;0.06063529738143327;{0: 58, 1: 62};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;agglomeration;3;{'silhouette': 0.16255987445043568, 'calinski_harabasz': 23.295074983401406, 'davies_bouldin': 1.6986952335497767};0.24769751983543697;0.06535165077403532;{0: 62, 1: 26, 2: 32};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;variance;2;{'silhouette': 0.16617055867398545, 'calinski_harabasz': 24.99995206193689, 'davies_bouldin': 1.9910867120307345};0.24273613179343662;0.060635297381433265;{0: 58, 1: 62};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;variance;3;{'silhouette': 0.1625598744504357, 'calinski_harabasz': 23.295074983401403, 'davies_bouldin': 1.6986952335497767};0.24769751983543692;0.06535165077403529;{0: 62, 1: 26, 2: 32};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;pca;2;{'silhouette': 0.1661705586739854, 'calinski_harabasz': 24.9999520619369, 'davies_bouldin': 1.9910867120307338};0.24273613179343662;0.06063529738143333;{0: 58, 1: 62};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;pca;3;{'silhouette': 0.1625598744504357, 'calinski_harabasz': 23.29507498340141, 'davies_bouldin': 1.6986952335497767};0.24769751983543703;0.06535165077403529;{0: 62, 1: 26, 2: 32};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;agglomeration;2;{'silhouette': 0.16617055867398542, 'calinski_harabasz': 24.999952061936888, 'davies_bouldin': 1.9910867120307345};0.24273613179343662;0.06063529738143327;{0: 58, 1: 62};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;agglomeration;3;{'silhouette': 0.16255987445043568, 'calinski_harabasz': 23.295074983401406, 'davies_bouldin': 1.6986952335497767};0.24769751983543697;0.06535165077403532;{0: 62, 1: 26, 2: 32};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;variance;2;{'silhouette': 0.16617055867398545, 'calinski_harabasz': 24.99995206193689, 'davies_bouldin': 1.9910867120307345};0.24273613179343662;0.060635297381433265;{0: 58, 1: 62};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;variance;3;{'silhouette': 0.1625598744504357, 'calinski_harabasz': 23.295074983401403, 'davies_bouldin': 1.6986952335497767};0.24769751983543692;0.06535165077403529;{0: 62, 1: 26, 2: 32};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;pca;2;{'silhouette': 0.1661705586739854, 'calinski_harabasz': 24.9999520619369, 'davies_bouldin': 1.9910867120307338};0.24273613179343662;0.06063529738143333;{0: 58, 1: 62};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;pca;3;{'silhouette': 0.1625598744504357, 'calinski_harabasz': 23.29507498340141, 'davies_bouldin': 1.6986952335497767};0.24769751983543703;0.06535165077403529;{0: 62, 1: 26, 2: 32};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;agglomeration;2;{'silhouette': 0.16617055867398542, 'calinski_harabasz': 24.999952061936888, 'davies_bouldin': 1.9910867120307345};0.24273613179343662;0.06063529738143327;{0: 58, 1: 62};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;agglomeration;3;{'silhouette': 0.16255987445043568, 'calinski_harabasz': 23.295074983401406, 'davies_bouldin': 1.6986952335497767};0.24769751983543697;0.06535165077403532;{0: 62, 1: 26, 2: 32};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;variance;2;{'silhouette': 0.16617055867398545, 'calinski_harabasz': 24.99995206193689, 'davies_bouldin': 1.9910867120307345};0.24273613179343662;0.060635297381433265;{0: 58, 1: 62};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;variance;3;{'silhouette': 0.1625598744504357, 'calinski_harabasz': 23.295074983401403, 'davies_bouldin': 1.6986952335497767};0.24769751983543692;0.06535165077403529;{0: 62, 1: 26, 2: 32};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;pca;2;{'silhouette': 0.1661705586739854, 'calinski_harabasz': 24.9999520619369, 'davies_bouldin': 1.9910867120307338};0.24273613179343662;0.06063529738143333;{0: 58, 1: 62};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;pca;3;{'silhouette': 0.1625598744504357, 'calinski_harabasz': 23.29507498340141, 'davies_bouldin': 1.6986952335497767};0.24769751983543703;0.06535165077403529;{0: 62, 1: 26, 2: 32};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;agglomeration;2;{'silhouette': 0.16617055867398542, 'calinski_harabasz': 24.999952061936888, 'davies_bouldin': 1.9910867120307345};0.24273613179343662;0.06063529738143327;{0: 58, 1: 62};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;agglomeration;3;{'silhouette': 0.16255987445043568, 'calinski_harabasz': 23.295074983401406, 'davies_bouldin': 1.6986952335497767};0.24769751983543697;0.06535165077403532;{0: 62, 1: 26, 2: 32};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];birch;N/A;variance;2;{'silhouette': 0.1676179221032415, 'calinski_harabasz': 25.713126682553536, 'davies_bouldin': 1.9579317539640577};0.08014418720270322;0.06236653691029931;{0: 59, 1: 61};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];birch;N/A;variance;3;{'silhouette': 0.1592997826197605, 'calinski_harabasz': 23.18022074976068, 'davies_bouldin': 1.7206160675013749};0.05473229749817905;0.06179091956028083;{0: 61, 1: 25, 2: 34};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];birch;N/A;pca;2;{'silhouette': 0.1676179221032415, 'calinski_harabasz': 25.71312668255354, 'davies_bouldin': 1.9579317539640575};0.08014418720270321;0.06236653691029933;{0: 59, 1: 61};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];birch;N/A;pca;3;{'silhouette': 0.1592997826197605, 'calinski_harabasz': 23.1802207497607, 'davies_bouldin': 1.7206160675013749};0.05473229749817906;0.061790919560280815;{0: 61, 1: 25, 2: 34};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];birch;N/A;agglomeration;2;{'silhouette': 0.16761792210324147, 'calinski_harabasz': 25.713126682553536, 'davies_bouldin': 1.9579317539640577};0.08014418720270322;0.06236653691029931;{0: 59, 1: 61};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];birch;N/A;agglomeration;3;{'silhouette': 0.1592997826197605, 'calinski_harabasz': 23.18022074976069, 'davies_bouldin': 1.7206160675013749};0.05473229749817905;0.06179091956028084;{0: 61, 1: 25, 2: 34};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];birch;N/A;variance;2;{'silhouette': 0.1676179221032415, 'calinski_harabasz': 25.713126682553536, 'davies_bouldin': 1.9579317539640577};0.08014418720270322;0.06236653691029931;{0: 59, 1: 61};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];birch;N/A;variance;3;{'silhouette': 0.1592997826197605, 'calinski_harabasz': 23.18022074976068, 'davies_bouldin': 1.7206160675013749};0.05473229749817905;0.06179091956028083;{0: 61, 1: 25, 2: 34};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];birch;N/A;pca;2;{'silhouette': 0.1676179221032415, 'calinski_harabasz': 25.71312668255354, 'davies_bouldin': 1.9579317539640575};0.08014418720270321;0.06236653691029933;{0: 59, 1: 61};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];birch;N/A;pca;3;{'silhouette': 0.1592997826197605, 'calinski_harabasz': 23.1802207497607, 'davies_bouldin': 1.7206160675013749};0.05473229749817906;0.061790919560280815;{0: 61, 1: 25, 2: 34};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];birch;N/A;agglomeration;2;{'silhouette': 0.16761792210324147, 'calinski_harabasz': 25.713126682553536, 'davies_bouldin': 1.9579317539640577};0.08014418720270322;0.06236653691029931;{0: 59, 1: 61};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];birch;N/A;agglomeration;3;{'silhouette': 0.1592997826197605, 'calinski_harabasz': 23.18022074976069, 'davies_bouldin': 1.7206160675013749};0.05473229749817905;0.06179091956028084;{0: 61, 1: 25, 2: 34};True
